CBO94;CBO2002
38090;372210
38090;422205
39115;414105
39120;414110
39125;410220
39130;414105
39135;414105
39140;414110
39145;414105
39146;414105
39150;414115
39190;141615
39190;313415
39190;325205
39190;342210
39190;342315
39190;354205
39190;391115
39190;391125
39190;391135
39190;391205
39190;410105
39190;410205
39190;414105
39190;414110
39190;414115
39190;414210
39190;414215
39190;423105
39190;511210
39190;514210
39190;519110
39190;521125
39190;780105
39190;783225
39190;784110
39190;784205
39310;411005
39315;413225
39320;351305
39325;354125
39330;411030
39340;351430
39360;414205
39370;414210
39380;411045
39385;342210
39390;342105
39390;342120
39390;342205
39390;351505
39390;354145
39390;372210
39390;391125
39390;391205
39390;410105
39390;411005
39390;411010
39390;411030
39390;411035
39390;411045
39390;412105
39390;413110
39390;414105
39390;414205
39390;414210
39390;415130
39390;422105
39390;423105
39390;784205
39410;422105
39415;422125
39417;420125
39420;422120
39430;422110
39435;422115
39490;420135
39490;422105
39490;422110
39490;422120
39520;371105
39530;415105
39540;415120
39590;261305
39915;414210
39917;391215
39920;411035
39930;415115
39935;519940
39950;415130
39960;415125
39965;415115
39970;412205
39975;414105
39990;391205
39990;411005
39990;411025
39990;411035
39990;412205
39990;414110
39990;415105
39990;415115
39990;415125
39990;415130
39990;421310
39990;422315
39990;521110
41020;141405
41030;141410
41090;141405
41090;141410
41090;142305
41090;751125
42120;520110
42130;520110
42140;521115
42150;141415
42190;142320
42190;351715
42190;354110
42190;354120
42190;354125
42190;354130
42190;354210
42190;411005
42190;520110
42190;521110
42215;354210
42220;354205
42230;354205
42290;141410
42290;354205
42290;354210
42290;411005
42290;411040
43120;354135
43130;354135
43190;141410
43190;141420
43190;142320
43190;354110
43190;354120
43190;391205
43220;354145
43230;354705
43240;354110
43290;141410
43290;354110
43290;354120
43290;354135
43290;354140
43290;354145
43290;354705
43290;521110
43290;521120
44120;354505
44130;354605
44140;253305
44190;141410
44190;253305
44190;351715
44190;521110
44220;354120
44230;354110
44290;253115
44290;354110
44290;354120
44290;354135
44320;354405
44330;354415
44340;354410
44350;351730
44390;354415
45120;521105
45130;521110
45160;521135
45170;521130
45190;141405
45190;141410
45190;354120
45190;354125
45190;520110
45190;521110
45190;521125
45190;751125
45190;768125
45190;784115
45220;524305
45230;524105
45240;524210
45250;524310
45290;524305
45320;521120
45330;376410
45390;376405
45390;376410
45390;376415
45390;521120
45430;375105
45450;375110
45490;214110
45490;262405
45490;318415
45490;318810
45490;375110
49030;848510
49040;524205
49090;141410
49090;421205
49090;421210
49090;513435
49090;521110
49090;848510
50020;141505
50025;141515
50030;141510
50035;141520
50040;511115
50090;141505
50090;141510
50090;141515
50090;141520
50090;223710
50090;510130
50090;511405
52020;513110
52030;513105
52040;513110
52050;511115
52070;513115
52080;414105
52090;414110
52090;513105
52090;513115
52090;513315
52090;517405
53110;513205
53120;513205
53140;513210
53145;513220
53150;513225
53160;513205
53170;513205
53190;223710
53190;510130
53190;513205
53190;513425
53190;513435
53190;848315
53190;848325
53210;513405
53220;510135
53240;513410
53245;510130
53250;513420
53260;513425
53265;513430
53270;513435
53290;141510
53290;352210
53290;510130
53290;511115
53290;513405
53290;513410
53290;513415
53290;513420
53290;513425
53290;513435
53290;514210
54010;510115
54020;512105
54035;516205
54045;516215
54050;513315
54053;510120
54055;517405
54060;513320
54070;513325
54090;141505
54090;510115
54090;512105
54090;512110
54090;513305
54090;513310
54090;513315
54090;513425
54090;514120
54090;514210
54090;516205
54120;511105
54130;511110
54190;354810
54190;511105
54190;782715
55115;510110
55120;514120
55125;517410
55135;514110
55140;514115
55150;514105
55190;261310
55215;514225
55220;514320
55230;514305
55250;514215
55260;514205
55290;411005
55290;512105
55290;512115
55290;514210
55290;514225
55290;519205
55290;991405
56010;516305
56020;516310
56025;516315
56030;516320
56040;516410
56060;516325
56070;516415
56080;516330
56090;516305
56090;516315
56090;516325
56090;516330
56090;516335
56090;516345
57020;516110
57030;516105
57040;516115
57045;322120
57050;516120
57055;516140
57058;322110
57060;516130
57065;516125
57090;516110
57090;516115
57090;516125
57090;516135
57090;763010
57210;322230
57215;322235
57220;515110
57230;515120
57240;515205
57250;322225
57260;515115
57275;515215
57280;818110
57290;223505
58110;517110
58140;517105
58150;517110
58190;510305
58190;517105
58190;517110
58190;517115
58220;517205
58230;351810
58240;351805
58250;351815
58290;351815
58290;517210
58290;517215
58320;517330
58330;517420
58340;517305
58390;510310
58390;517310
58390;517320
58390;517325
58390;517330
58390;517410
58390;517420
58420;517220
58430;517210
58490;342310
58490;517210
58490;517220
58930;517315
58950;517115
58990;517330
59115;354815
59120;511405
59125;511405
59130;511405
59135;511405
59190;354805
59190;354810
59190;354815
59190;511405
59220;516505
59230;328105
59290;516505
59915;519925
59925;519935
59935;519915
59945;519905
59955;517415
59965;519945
59985;519930
59990;354805
59990;411005
59990;423105
59990;513425
59990;514210
59990;514215
59990;514225
59990;517405
59990;519910
59990;519920
59990;519930
59990;519935
59990;524305
59990;622010
59990;991205
60010;620110
60020;620105
60040;620115
60050;630110
60090;141105
60090;141110
60090;141115
60090;141120
60090;613005
60110;620110
60120;620105
60130;620115
60140;630110
60190;141115
60190;613110
60190;620105
60190;620110
60190;622020
60190;623015
61110;611005
61120;612005
61130;613005
61190;612620
61215;612005
61225;613010
61240;613110
61250;613115
61260;613305
61270;612305
61275;612505
61280;612405
61290;612005
61290;613005
61290;613010
61290;613110
61290;613130
61290;613205
61290;613215
61290;620105
62105;621005
62120;622020
62130;623015
62190;620115
62190;621005
62190;622020
62190;848505
63120;622120
63130;622105
63140;622115
63150;622110
63190;612120
63190;622020
63190;622110
63190;622120
63190;622215
63220;622205
63230;622210
63240;612215
63250;622215
63290;622020
63290;622205
63290;622210
63290;622740
63290;632370
63310;622310
63320;622315
63330;622315
63340;622315
63350;622305
63360;622310
63370;622320
63380;622305
63390;612310
63390;622020
63390;622315
63390;622320
63390;622505
63410;622425
63420;622425
63490;622425
63510;622505
63520;622505
63530;622505
63540;622505
63550;622515
63560;622505
63570;622505
63580;622505
63590;622505
63590;622515
63620;622610
63625;622610
63630;622605
63640;622615
63650;622805
63660;622620
63690;622620
63690;622805
63690;622810
63690;632340
63720;622730
63730;622705
63740;622725
63750;622715
63760;622720
63790;622725
63790;622730
63790;622735
63790;622810
63790;632215
63820;622810
63830;622810
63890;622810
63890;632340
63920;622015
63925;632015
63930;622020
63940;622010
63950;622020
63990;621005
63990;622010
63990;622015
63990;622020
63990;632010
63990;641015
64120;623110
64130;623115
64140;623125
64150;623105
64160;623005
64170;623020
64180;623115
64190;613120
64190;623015
64190;623020
64190;623110
64190;623115
64190;623120
64190;623125
64220;623215
64230;623210
64240;623205
64290;623210
64320;623305
64330;623320
64390;623115
64420;623410
64430;623420
64490;623410
64490;623415
64920;623015
64930;623010
64940;623020
64950;623325
64960;623005
64990;519305
64990;623015
64990;623020
64990;623115
65110;632125
65120;632120
65130;632115
65140;632110
65190;632105
65190;632110
65190;632120
65190;632125
65220;632205
65230;632210
65240;632215
65290;632215
65320;632310
65330;632325
65340;632355
65350;632365
65360;632340
65390;632125
65390;632210
65420;632410
65430;622615
65440;622625
65490;622505
65490;622615
65520;632520
65530;632505
65540;632515
65590;632505
65590;632515
65920;632605
65930;517320
65990;321210
65990;352205
65990;622020
65990;632005
65990;632015
65990;632110
65990;632115
65990;632125
65990;632605
65990;862105
66120;341225
66130;341225
66140;341220
66190;215140
66220;631205
66230;631410
66290;341225
66290;631020
66290;631105
66290;631205
66290;631210
66320;631105
66330;631010
66390;352205
66390;631005
66390;631020
66390;631105
66420;631325
66430;631320
66440;631330
66490;321310
66490;631325
66490;631330
66490;631335
66920;341230
66930;341230
66990;631020
67120;641015
67130;641010
67140;641005
67190;620105
67190;641010
67190;641015
67220;623115
67230;623315
67290;623115
67290;623315
67320;642015
67330;632120
67390;642015
70115;720125
70120;810110
70125;810105
70130;810205
70135;750205
70140;720215
70145;720210
70150;730105
70155;830105
70160;840105
70165;760125
70170;760405
70175;770105
70177;760605
70180;720205
70183;710205
70184;710220
70185;710210
70186;710225
70187;710215
70190;262410
70190;313410
70190;317115
70190;391205
70190;414105
70190;710205
70190;720105
70190;720115
70190;720125
70190;720130
70190;720135
70190;720155
70190;720215
70190;720220
70190;740105
70190;741105
70190;750105
70190;765215
70190;820115
70190;820120
70190;830105
70190;910110
70220;710120
70230;710120
70290;710120
70320;860115
70330;860110
70340;860105
70390;730105
70390;860110
70390;860115
70390;862305
70420;760110
70430;760120
70440;760115
70450;760105
70490;122205
70490;761005
70520;910105
70530;950105
70540;313415
70550;811010
70590;919105
71105;711130
71110;711110
71150;711120
71160;711125
71170;711105
71190;711105
71190;711115
71190;711120
71190;711130
71190;711225
71220;711215
71230;711225
71240;711220
71250;711230
71260;711240
71290;632605
71290;711115
71290;711130
71290;811330
71320;711115
71330;712105
71335;711215
71340;712120
71350;712135
71360;712110
71370;712115
71380;712130
71390;710105
71390;712105
71390;712115
71390;712120
71390;712130
71390;712135
71420;711315
71430;711325
71440;711330
71450;316340
71460;316335
71490;711315
71490;711330
71520;711320
71525;711310
71527;711305
71590;711320
71620;711410
71690;710110
71690;841205
71690;841210
71920;711405
71930;711320
71990;711115
71990;711320
72015;821240
72020;821235
72023;821235
72025;821230
72030;821230
72035;821255
72090;820110
72090;821235
72090;821240
72113;821245
72120;821205
72130;821205
72140;821210
72150;821205
72160;821215
72170;821220
72180;821225
72190;720125
72190;821205
72190;821215
72190;821220
72190;821230
72190;822120
72210;821305
72215;821305
72220;821315
72240;821310
72250;821320
72260;821325
72280;821330
72285;821335
72290;391205
72290;722210
72290;722325
72290;724415
72290;724510
72290;820125
72290;821305
72290;821310
72290;821315
72290;821440
72315;822125
72317;822115
72325;822110
72330;822105
72335;822105
72340;822120
72345;822115
72390;722105
72390;723120
72390;822115
72390;822125
72420;722205
72430;722220
72440;722225
72460;722210
72470;722215
72475;722235
72480;722230
72490;391205
72490;720115
72490;722205
72490;722210
72490;722215
72490;722235
72490;722320
72490;751110
72490;822115
72515;722325
72520;722315
72540;722320
72550;722305
72560;722310
72590;722305
72590;722310
72590;722315
72590;722320
72590;722325
72590;722330
72590;822110
72590;822120
72620;723120
72630;723125
72640;723105
72650;723110
72660;723115
72670;723125
72690;720160
72690;723110
72690;723125
72720;722415
72730;722415
72740;722410
72750;722415
72790;720145
72790;722410
72790;722415
72820;723215
72830;723225
72835;723235
72840;723230
72845;723205
72850;723220
72855;723210
72860;723240
72890;720130
72890;722415
72890;723205
72890;723210
72890;723215
72890;723220
72890;723225
72890;723235
72915;821405
72930;821450
72935;821435
72950;821425
72960;821420
72965;823305
72967;823130
72968;821110
72970;821410
72977;821445
72980;821110
72983;821110
72985;821430
72987;821415
72990;519205
72990;720160
72990;722205
72990;722210
72990;722220
72990;723205
72990;724415
72990;766145
72990;784205
72990;811215
72990;821110
72990;821305
72990;821310
72990;821415
72990;821420
72990;821440
72990;821445
72990;821450
72990;822110
72990;822115
72990;822120
72990;822125
73120;772115
73130;772110
73190;772110
73190;772115
73210;773120
73215;773110
73220;773115
73225;773125
73230;773130
73240;773105
73290;391205
73290;632125
73290;773105
73290;773110
73290;773115
73290;773120
73290;773125
73290;773130
73290;773340
73320;831115
73330;831115
73340;831115
73350;831110
73355;831120
73360;831105
73370;831125
73390;831105
73390;831115
73390;831125
73390;833105
73410;832125
73420;832115
73430;832120
73435;832120
73440;832105
73470;832110
73490;830105
73490;832105
73490;832125
73490;832135
73490;833105
73520;773205
73530;773215
73540;773220
73550;773210
73590;773210
73590;773215
73590;773220
73920;772105
73930;832135
73940;391225
73990;311705
73990;772105
73990;832110
73990;832125
73990;832135
73990;833120
74120;811115
74130;811105
74140;811110
74190;810110
74190;811115
74190;823125
74220;811205
74230;811205
74240;811205
74250;811205
74290;810110
74290;811205
74290;821205
74320;811330
74330;811320
74335;811315
74340;811305
74350;811310
74360;811335
74390;811305
74390;811320
74390;811330
74390;811335
74420;811410
74430;811415
74440;811420
74450;811430
74460;811405
