CBO94;CBO2002
77783;841620
77785;841815
77820;841725
77825;841735
77830;841730
77835;841715
77845;841710
77850;841720
77855;841745
77860;848420
77870;841740
77880;841464
77920;841448
77925;841472
77930;841444
77950;841210
77960;841468
77970;841460
78120;842115
78130;842105
78135;842110
78140;842110
78145;842110
78170;842110
78173;842110
78175;842110
78180;842105
78185;842105
78220;842230
78230;842210
78320;842125
79120;763005
79140;763010
79150;763020
79320;765010
79420;318810
79440;763120
79450;763110
79460;763110
79510;763210
79520;763210
79530;763320
79550;763215
79555;763205
79620;765235
79625;768110
79630;991310
79640;765205
79650;765230
79720;768205
79730;763310
79740;768210
79920;765225
79930;763210
80110;768320
80120;322505
80130;768320
80215;318815
80220;764105
80225;768310
80230;764115
80235;764110
80240;764120
80245;764210
80250;764205
80255;764305
80310;768305
80320;768325
80330;765105
80340;768315
80350;765310
80360;765315
81110;771105
81130;775110
81140;775115
81210;773325
81215;773350
81220;773340
81230;773355
81240;773345
81250;773330
81260;773310
81265;773320
81270;773335
81280;773315
81285;773415
81930;771120
81935;771110
81940;771115
81945;775105
81965;775120
82020;712205
82025;712220
82040;712230
82050;712225
82060;712210
82070;712215
83110;722105
83130;722110
83140;722115
83210;721105
83215;721105
83230;721110
83240;721115
83250;721105
83308;721210
83315;721215
83317;721220
83319;721215
83320;721215
83325;721210
83327;721205
83330;721215
83340;721215
83350;721415
83355;721210
83360;721215
83365;721210
83367;721210
83370;721220
83375;721220
83385;721220
83410;721225
83415;721225
83417;721225
83420;721225
83425;721225
83427;721225
83435;721225
83437;721225
83445;721225
83465;721225
83480;721225
83485;721225
83510;721215
83515;721210
83520;721210
83525;721210
83530;721210
83535;721215
83540;721215
83545;721215
83550;721220
83555;721210
83560;721210
83565;721210
83620;721325
83630;721315
83640;721310
83650;721320
83660;721305
83715;721405
83717;721425
83720;721430
83727;721420
83730;721410
83750;721415
83760;721405
83915;724440
83980;821440
84010;725010
84020;725015
84030;725020
84110;725205
84113;725305
84115;725415
84120;725405
84125;725410
84130;725420
84135;725225
84140;725315
84145;725210
84150;725220
84155;725215
84160;725310
84165;725320
84170;725105
84180;725705
84185;725605
84187;725610
84220;741120
84225;741125
84230;741105
84235;741110
84240;741115
84245;322505
84250;322410
84260;741115
84270;741115
84320;914405
84340;914415
84350;914425
84360;914420
84410;914105
84425;914105
84430;914110
84440;914110
84510;911305
84515;914305
84520;911120
84525;911130
84530;911325
84535;913110
84540;911310
84545;911320
84550;911315
84555;913115
84560;913120
84565;954305
84570;954120
84575;913105
84580;911205
84585;914305
84917;725105
84937;313205
84975;919310
84977;919110
84983;523115
84987;919105
85110;731135
85120;731130
85130;731160
85140;731125
85150;731115
85160;731155
85170;731120
85210;731150
85220;731205
85230;731105
85240;731110
85250;731145
85260;731140
85405;951105
85410;951105
85415;951105
85430;954205
85440;954125
85510;715615
85520;715610
85530;953105
85535;953110
85540;953115
85550;715605
85640;731305
85645;313205
85650;731320
85655;731305
85660;731320
85670;731305
85680;731320
85685;731315
85720;732120
85730;732125
85740;732130
85750;732110
85760;732105
85770;732115
85780;732135
85930;731175
85940;731180
85950;731165
85960;731170
86123;373110
86125;373220
86135;373115
86140;373205
86145;373205
86220;374105
86230;374120
86235;374420
86240;374305
86250;374125
86260;374210
87105;724110
87110;724115
87120;724130
87130;724125
87140;724120
87150;724135
87160;724105
87210;724315
87215;724320
87225;724325
87232;724315
87235;724315
87245;724305
87247;724315
87250;724310
87255;724310
87310;724415
87320;724225
87325;724515
87330;724405
87335;724510
87340;724435
87350;724410
87355;724505
87360;766145
87370;724420
87380;724430
87385;724425
87420;724225
87430;724220
87440;724205
87450;724210
87460;724230
87465;724215
87470;724215
88010;751010
88020;751015
88030;751020
88040;751005
88050;751125
88060;751105
88070;751120
88080;751115
89020;752115
89025;752115
89030;823240
89040;752110
89045;823250
89050;752110
89060;823250
89070;823245
89080;752120
89148;752230
89152;823235
89156;752210
89160;752235
89164;752230
89168;752230
89210;752305
89215;752320
89220;752325
89225;752310
89230;752315
89240;828110
89243;828105
89250;752330
89255;752330
89320;823215
89330;823220
89340;823255
89350;823255
89360;823315
89420;752220
89430;752215
89440;752225
89520;752415
89530;752430
89540;752405
89550;752420
89555;752410
89560;752420
89570;752425
89920;823110
89930;823115
89940;823120
89950;823125
89960;823105
89970;823210
90120;811705
90125;811710
90130;811775
90135;811750
90140;811710
90220;811715
90230;811715
90240;992115
90320;811770
90330;811760
90340;811745
90350;811760
90360;811760
91020;833205
91030;833105
91050;833120
91060;833125
91070;833110
91080;833115
92110;768605
92115;766145
92120;768615
92130;768610
92135;768615
92140;768615
92143;766120
92145;768620
92150;766325
92155;766125
92165;766145
92170;766145
92180;766120
92207;766145
92210;766215
92215;311715
92220;766250
92225;766250
92227;766245
92230;766220
92235;766230
92240;766215
92250;766250
92260;766225
92270;766250
92280;766310
92285;766250
92320;766145
92330;766145
92415;766145
92420;766145
92425;766105
92427;766145
92429;766145
92430;766145
92432;766145
92435;766145
92437;766145
92440;766145
92445;766145
92450;766145
92455;766145
92460;766145
92465;766145
92510;766410
92520;766410
92530;766145
92533;766145
92535;766145
92537;766125
92540;766410
92550;766145
92555;766150
92557;766145
92560;766145
92585;766125
92620;766315
92630;766315
92635;766315
92640;768705
92650;766315
92655;766315
92656;766305
92660;766320
92665;766315
92675;766310
92680;766310
92685;766315
92720;766415
92730;766410
92740;766410
92750;766410
92755;766405
92760;766410
92770;766405
92780;766420
92920;766205
92930;766205
92935;766205
92960;766145
92970;766315
92980;766315
93120;716610
93130;723315
93920;723310
93930;723330
93940;723325
93950;768625
93960;723320
94120;742115
94130;742125
94140;742130
94145;742120
94150;742110
94160;742135
94170;742140
94180;742105
94220;776405
94230;776430
94240;776410
94245;776415
94250;776420
94260;776425
94270;768125
94320;823325
94330;823320
94340;823330
94350;823265
94360;823230
94920;328110
94930;766115
94940;765215
94950;768630
94955;811725
94965;811735
94970;766145
94975;765405
95110;715210
95120;715230
95125;715215
95130;715220
95135;715225
95165;715210
95210;715305
95222;715310
95230;715315
95240;716105
95250;716110
95310;716205
95320;716205
95330;716220
95340;716210
95350;716215
95370;716210
95410;715505
95415;715525
95417;715535
95420;715510
95425;715530
95430;715515
95440;777115
95445;777110
95450;777105
95460;715505
95465;715520
95480;777210
95485;777205
95520;716405
95535;716525
95545;716530
95550;716510
95555;716515
95560;716505
95565;716535
95570;716520
95620;715725
95630;715730
95635;715705
95640;715710
95650;715720
95660;715715
95710;716305
95720;716310
95750;716315
95760;991310
95920;514325
95925;716615
95932;717020
95940;715545
95945;717005
95955;717015
95960;781705
95965;716605
95975;514315
95980;715205
96120;861115
96130;861105
96140;861120
96160;861110
96180;861205
96910;862150
96920;862130
96925;862405
96930;862120
96940;862140
96950;862205
96955;862305
96960;862310
96970;862505
96980;862515
97110;783210
97120;783220
97130;783215
97135;783205
97140;783220
97145;783210
97150;784105
97155;784110
97160;784115
97170;784125
97180;784120
97205;724605
97210;724605
97220;724605
97230;724605
97240;724605
97250;724605
97320;782130
97323;782135
97325;782110
97330;782115
97334;782140
97335;782125
97340;782115
97345;782135
97350;782205
97360;782145
97365;782120
97410;715125
97420;715115
97422;715135
97425;715120
97430;715145
97435;782105
97440;715105
97445;715130
97450;715110
97465;715140
97470;715405
97472;715410
97475;715415
97477;717025
97480;717010
97920;782220
97925;782135
97935;414115
98120;782705
98130;782705
98140;782715
98150;782705
98215;862110
98220;862110
98230;919115
98320;782610
98330;862105
98340;782625
98350;782615
98360;782610
98435;991105
98440;783110
98445;783110
98450;783105
98460;783110
98510;782305
98520;782620
98530;782315
98535;782305
98540;782410
98550;782310
98560;782510
98570;519110
98580;782505
98582;782505
98585;715145
98620;782805
98630;782805
98640;782810
98915;782505
98930;782210
98940;782145
98945;783225
98950;782820
99130;516610
99150;784205
